,post_id,source,date,text,image,url
0,962170830896016,Prefeitura de Icém,"[datetime.datetime(2020, 6, 29, 17, 0, 11)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 29/06 às 17:00 hrs 3° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção. Lavar as mãos Frequente com água e sabão🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/106748021_962170790896020_3777573082444192638_n.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=9_DRoMmUMH8AX9Q2vGS&_nc_ht=scontent.fcgh7-1.fna&oh=5c373e6dc331a47288cdacad0a4eba30&oe=5F224B21,/story.php?story_fbid=962170830896016&id=234499770329796
1,961495100963589,Prefeitura de Icém,"[datetime.datetime(2020, 6, 28, 17, 0, 15)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 27/06 às 17:00 hrs 3° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção. Lavar as mãos Frequente com água e sabão🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/106221022_961495070963592_2989426799110018846_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=63gWePcDWcMAX9mRjpq&_nc_ht=scontent.fcgh7-1.fna&oh=3e3c2167e30b83b73d90d78302de26b9&oe=5F21228F,/story.php?story_fbid=961495100963589&id=234499770329796
3,960726124373820,Prefeitura de Icém,"[datetime.datetime(2020, 6, 27, 17, 32, 15)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 27/06 às 17:00 hrs 3° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção. Lavar as mãos Frequente com água e sabão🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/106172552_960726091040490_5518219986990554829_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_ohc=Jj5tO-mbJGoAX9XH11E&_nc_ht=scontent.fcgh7-1.fna&oh=6a82c160aeaa768565f018c8b507c8cd&oe=5F1FBA0F,/story.php?story_fbid=960726124373820&id=234499770329796
5,959994087780357,Prefeitura de Icém,"[datetime.datetime(2020, 6, 26, 17, 17, 51)]","🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 25/06 às 17:00 hrs 3° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção. Lavar as mãos Frequente com água e sabão🧼🧼🧼  A Divisão Municipal  da Saúde de Icém confirma nesta sexta-feira, 26, o terceiro caso positivo de coronavírus na cidade. De acordo com o diretor pasta de saúde André Orasmo, o paciente institucionalizada é um homem de 33 anos que já está em isolamento.",https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/105996804_959994071113692_6688059955161196088_n.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=l1LBW-J4rL8AX8FiQZs&_nc_ht=scontent.fcgh7-1.fna&oh=e8b05d3f040a95e6f627c77efa7c5180&oe=5F22C2BE,/story.php?story_fbid=959994087780357&id=234499770329796
6,959277597852006,Prefeitura de Icém,"[datetime.datetime(2020, 6, 25, 17, 0, 19)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 25/06 às 17:00 hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/106109734_959277574518675_8552687412378392148_n.jpg?_nc_cat=105&_nc_sid=110474&_nc_ohc=Le3B4JXD_7AAX-tqnCm&_nc_ht=scontent.fcgh7-1.fna&oh=6912096af4353fa05b9dacc1ba02fd80&oe=5F217F88,/story.php?story_fbid=959277597852006&id=234499770329796
9,957834814662951,Prefeitura de Icém,"[datetime.datetime(2020, 6, 23, 17, 20, 39)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 23/06 às 17:00 hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/105980734_957834794662953_7905839941293164176_n.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=_yPLMvv9_V8AX98vqWA&_nc_ht=scontent.fcgh7-1.fna&oh=a75b886dd5f2e0a406757b8945704c6e&oe=5F1F672A,/story.php?story_fbid=957834814662951&id=234499770329796
12,957074851405614,Prefeitura de Icém,"[datetime.datetime(2020, 6, 22, 17, 0, 10)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 22/06 às 17:00 hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/106017469_957074831405616_3345670860865818114_n.jpg?_nc_cat=105&_nc_sid=110474&_nc_ohc=UVJqdFApAYUAX9SY3Dv&_nc_ht=scontent.fcgh7-1.fna&oh=202580b4204fe8f1a875bc021535c11a&oe=5F20A5A2,/story.php?story_fbid=957074851405614&id=234499770329796
15,956420174804415,Prefeitura de Icém,"[datetime.datetime(2020, 6, 21, 18, 19, 43)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 21/06 às 17:00 hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼 .,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104814197_956420154804417_1547232094563375308_n.jpg?_nc_cat=111&_nc_sid=110474&_nc_ohc=E68VHhgOiPEAX9r0dDs&_nc_ht=scontent.fcgh7-1.fna&oh=fa1ed9f732e173bdd05f5a75961056fa&oe=5F2204BF,/story.php?story_fbid=956420174804415&id=234499770329796
17,955575804888852,Prefeitura de Icém,"[datetime.datetime(2020, 6, 20, 17, 0, 5)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 20/06 às 17:00 hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # Use Máscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼 .,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104657209_955575781555521_3528520002855340148_n.jpg?_nc_cat=103&_nc_sid=110474&_nc_ohc=ZKC-swLEI-UAX-3-M_x&_nc_ht=scontent.fcgh7-1.fna&oh=45d9b9382a9f93cf255da937498fa127&oe=5F20AB37,/story.php?story_fbid=955575804888852&id=234499770329796
21,954818228297943,Prefeitura de Icém,"[datetime.datetime(2020, 6, 19, 17, 15, 5)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 19/06 às 17:15hrs 2° Caso confirmado  🚫 # Fique em Casa  🏡🏡🏡🏡  # UseMáscara 😷😷# Prevenção.  Lavar as mãos Frequente com água e sabão 🤚🤚🧼🧼🧼 .,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104434399_954818201631279_3507146707651189731_n.jpg?_nc_cat=104&_nc_sid=110474&_nc_ohc=o01YWmkHtZEAX_923XU&_nc_ht=scontent.fcgh7-1.fna&oh=b84f07b01e2771bbaa0d84a811f2e5d2&oe=5F205A0B,/story.php?story_fbid=954818228297943&id=234499770329796
22,954101798369586,Prefeitura de Icém,"[datetime.datetime(2020, 6, 18, 17, 15, 12)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 18/06 às 17:15hrs 2° Caso confirmado  🚫 # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104714280_954101771702922_942671278454261807_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=FHoYU_7oERsAX9SHYW6&_nc_ht=scontent.fcgh7-1.fna&oh=a2b32c1c879f51364b0309556995c06d&oe=5F213033,/story.php?story_fbid=954101798369586&id=234499770329796
25,953440648435701,Prefeitura de Icém,"[datetime.datetime(2020, 6, 17, 20, 28, 33)]","Saiba porque a Prefeitura não divulga nomes das pessoas com COVID-19 A Prefeitura de Icém por meio da Divisão Municipal de Saúde esclarece o motivo de não divulgar de não divulgar os nomes das pessoas testadas com Covid-19. O Município segue o protocolo de divulgação de casos de doenças endêmicas através de Boletim Epidemiológico, entretanto, não tem a obrigação de publicar o nome pacientes em investigação, suspeitos, confirmados e descartados, pois segue os princípios da Lei Geral de Proteção de Dados (LGPD). Esta lei prevê a proteção de “dados sensíveis”, ou seja, informações que, por sua própria natureza, geram presunção de que apresentam maior potencial de serem usadas para discriminação dos seus titulares. Conforme a LGPD, em seu artigo 7º, parágrafo 4º, dispõe que é dispensada a exigência do consentimento para os dados tornados manifestante públicos pela própria pessoa, ou seja, somente a pessoa que foi testada tem a opção de divulgar ou não o resultado do seu exame. EU DEVO INFORMAR ONDE EU TRABALHO, ESTUDO OU FREQUENTO QUE ESTOU COM COVID-19? Com isso, a Saúde através da Vigilância Epidemiológica tem por obrigação somente da DIVULGAÇÃO dos números e da divisão dos casos (informando a idade, sexo e se apresenta histórico de outras doenças), mas não das informações específicas das pessoas que foram testadas, como o nome completo ou localidade. De acordo com o artigo 11, inciso VII da LGPD, o compartilhamento da informação pode ser dispensável o consentimento do infectado porque a justificativa é a “proteção da vida ou incolumidade física do titular ou de terceiro”. Ou seja, é direito exclusivo da pessoa que fez o exame de Coronavírus se quiser compartilhar de forma aberta, como forma de alertar a população, a maneira de como foi contaminado e recuperação da saúde. A Prefeitura de Icém ressalta que todas as pessoas que estão sendo notificadas terão o  direito à privacidade e intimidade garantida pelo Poder Público. Entretanto, as pessoas que foram testadas, são obrigadas a permanecerem em isolamento social, pois se não, estará cometendo o crime contra a saúde pública.",https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104476776_953440635102369_6750416990099877021_n.jpg?_nc_cat=103&_nc_sid=110474&_nc_oc=AQmhFjoMxvfgCMWybLPxDhsS6Yb1SWk2y5q0QC7DgFvIr_bt1Fiky_wUJ5bOx7DBNBQ&_nc_ht=scontent.fcgh7-1.fna&oh=65191cdca25d58a83e7a58bc2caffb39&oe=5F1FCA76,/story.php?story_fbid=953440648435701&id=234499770329796
26,953350978444668,Prefeitura de Icém,"[datetime.datetime(2020, 6, 17, 17, 17, 55)]","Saúde confirma o 2º caso de Covid-19 em Icém A Divisão  Municipal de Saúde de Icém, confirma  nesta quarta- feira (17), mais um caso de coronavírus. Agora, o número de resultados positivos no município são 2. De acordo com diretor de saúde André Orasmo, trata-se de um homem de aproximadamente 50  anos, que está em isolamento domiciliar juntamente com a família. Não será divulgado outras informações sobre o caso para preservar o paciente. Segundo o Boletim Epidemiológico da Secretaria de Saúde, o município conta com 16 casos descartados, 1 em investigação e 2 confirmados.",https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104247203_953350951778004_4286520936557109260_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_ohc=jK1dF0my_zMAX_kNCQF&_nc_ht=scontent.fcgh7-1.fna&oh=78a2edbe6ca87fbf7abd0b47c5bf4123&oe=5F22BC48,/story.php?story_fbid=953350978444668&id=234499770329796
28,952634735182959,Prefeitura de Icém,"[datetime.datetime(2020, 6, 16, 17, 23, 5)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 16/06 às 17:20hrs 1° Caso confirmado  🚫 # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104101116_952634701849629_803840117367954404_n.jpg?_nc_cat=111&_nc_sid=110474&_nc_ohc=VrvaSTpiqL4AX_7FSEc&_nc_ht=scontent.fcgh7-1.fna&oh=742c23f661af0a525ce150f6a526bb00&oe=5F201F99,/story.php?story_fbid=952634735182959&id=234499770329796
32,951911955255237,Prefeitura de Icém,"[datetime.datetime(2020, 6, 15, 17, 54, 13)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 15/06 às 17:00h  1° Caso confirmado  🚫 # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104412038_951911918588574_6496177939927067725_o.jpg?_nc_cat=100&_nc_sid=110474&_nc_ohc=sfawZCDZnNgAX8wooBP&_nc_ht=scontent.fcgh7-1.fna&oh=571963fe016681f16b6d1f0333a700b6&oe=5F222749,/story.php?story_fbid=951911955255237&id=234499770329796
33,951201068659659,Prefeitura de Icém,"[datetime.datetime(2020, 6, 14, 18, 8, 12)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 14/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/82343492_951201038659662_7856983183318198450_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=Tc-duyH28b0AX_N-i0v&_nc_ht=scontent.fcgh7-1.fna&oh=d8cf97fa103e2da937776f8a98b19332&oe=5F2113AE,/story.php?story_fbid=951201068659659&id=234499770329796
34,950399455406487,Prefeitura de Icém,"[datetime.datetime(2020, 6, 13, 17, 25, 38)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 13/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/104016536_950399412073158_243560112755831890_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=XMaYVrakfEsAX-JgRLB&_nc_ht=scontent.fcgh7-1.fna&oh=915d7595b7f9b1415bb7627a89b40b74&oe=5F23218C,/story.php?story_fbid=950399455406487&id=234499770329796
35,949655008814265,Prefeitura de Icém,"[datetime.datetime(2020, 6, 12, 17, 0, 25)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 12/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/103846846_949654988814267_4961708285180488897_n.jpg?_nc_cat=111&_nc_sid=110474&_nc_ohc=Jfl7CLUwgGkAX865qGA&_nc_ht=scontent.fcgh7-1.fna&oh=82565e3da9541f15fbfe5190068ccf96&oe=5F22B510,/story.php?story_fbid=949655008814265&id=234499770329796
36,948927698886996,Prefeitura de Icém,"[datetime.datetime(2020, 6, 11, 17, 4, 11)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 11/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/103960054_948927675553665_6170885798234158566_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_oc=AQmUItZl6N3NUnlUZUaCWtA_hdBqH_cuRREgjPaSVaNMRNlly7V4ShtinfyPL85FsIc&_nc_ht=scontent.fcgh7-1.fna&oh=38e62ae73d21a5295cdafef5016d9ebf&oe=5F228591,/story.php?story_fbid=948927698886996&id=234499770329796
37,948225618957204,Prefeitura de Icém,"[datetime.datetime(2020, 6, 10, 17, 14, 35)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 10/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/103577502_948225555623877_7886291553196218995_n.jpg?_nc_cat=101&_nc_sid=110474&_nc_ohc=w1umoBsRfpsAX8udgN5&_nc_ht=scontent.fcgh7-1.fna&oh=18af996a4ac375bdc6b66f665a8a57ec&oe=5F214BF1,/story.php?story_fbid=948225618957204&id=234499770329796
41,947524912360608,Prefeitura de Icém,"[datetime.datetime(2020, 6, 9, 17, 2, 29)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 09/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/103948981_947524892360610_5803705992635850963_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=EJgEogCRzewAX_KdYDm&_nc_ht=scontent.fcgh7-1.fna&oh=499127cc77c4a841c12690277560323b&oe=5F2043B5,/story.php?story_fbid=947524912360608&id=234499770329796
44,946797012433398,Prefeitura de Icém,"[datetime.datetime(2020, 6, 8, 17, 4, 23)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 08/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/103157693_946796985766734_2000073848930907000_n.jpg?_nc_cat=104&_nc_sid=110474&_nc_ohc=kybfSgf9ZUYAX8lUl4i&_nc_ht=scontent.fcgh7-1.fna&oh=3f8905e2d746e488d20cfaac4a40aa61&oe=5F230473,/story.php?story_fbid=946797012433398&id=234499770329796
45,945961455850287,Prefeitura de Icém,"[datetime.datetime(2020, 6, 7, 17, 2, 27)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 07/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/102879153_945961415850291_1491627052460228003_n.jpg?_nc_cat=101&_nc_sid=110474&_nc_oc=AQmh_21y3vXQYpZgU8Brm8vvnkoFmDgK6_RlVHe6nK35eIH_YCAJz4JxTnMH3-4hyG8&_nc_ht=scontent.fcgh7-1.fna&oh=6844bc723efaeb518c12e9392030e28b&oe=5F20E7E3,/story.php?story_fbid=945961455850287&id=234499770329796
46,945164655929967,Prefeitura de Icém,"[datetime.datetime(2020, 6, 6, 17, 5, 42)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 06/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/102590306_945164635929969_9188410152242774726_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=dXWapZ_NbKIAX_b-oes&_nc_ht=scontent.fcgh7-1.fna&oh=b100d758260068d0cc8f5efdfda59ec8&oe=5F2325EA,/story.php?story_fbid=945164655929967&id=234499770329796
48,944375739342192,Prefeitura de Icém,"[datetime.datetime(2020, 6, 5, 17, 6, 4)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 05/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/102741145_944375702675529_4164076276369622897_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=CtoouEjqD-oAX_QaZiD&_nc_ht=scontent.fcgh7-1.fna&oh=3c35b28d05b39109edbd39965c0c6c85&oe=5F20AFE6,/story.php?story_fbid=944375739342192&id=234499770329796
51,943599962753103,Prefeitura de Icém,"[datetime.datetime(2020, 6, 4, 17, 6, 33)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 04/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡  # UseMáscara 😷😷# Prevenção🏡🏡😷😷,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/101850335_943599932753106_5559595535561654272_n.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=cT8CC9BQKNkAX84D5Rp&_nc_ht=scontent.fcgh7-1.fna&oh=5e7c5783bc2f925e00e2cd68757dadec&oe=5F1F9850,/story.php?story_fbid=943599962753103&id=234499770329796
52,942869009492865,Prefeitura de Icém,"[datetime.datetime(2020, 6, 3, 17, 30, 10)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 03/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/101788234_942868992826200_205114302183505920_n.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=f-igtf5joNsAX8DfVCl&_nc_ht=scontent.fcgh7-1.fna&oh=ad78d577b783073069f19c129b26626c&oe=5F2082B7,/story.php?story_fbid=942869009492865&id=234499770329796
54,942045649575201,Prefeitura de Icém,"[datetime.datetime(2020, 6, 2, 17, 4, 19)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 02/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/102392862_942045622908537_1096863771848081408_n.jpg?_nc_cat=100&_nc_sid=110474&_nc_ohc=SoZT-LzFjbEAX-0kTBE&_nc_ht=scontent.fcgh7-1.fna&oh=3b489af0f89da40c8f57d0aada91b9e0&oe=5F218A0C,/story.php?story_fbid=942045649575201&id=234499770329796
56,941331232979976,Prefeitura de Icém,"[datetime.datetime(2020, 6, 1, 17, 5, 7)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 01/06 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/101696931_941331202979979_3513727648394117120_n.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=VAdIeRmM-QkAX-Llvbc&_nc_ht=scontent.fcgh7-1.fna&oh=90680468f4e389f2675f94dae3f1c060&oe=5F1FE0D2,/story.php?story_fbid=941331232979976&id=234499770329796
57,940632983049801,Prefeitura de Icém,"[datetime.datetime(2020, 5, 31, 17, 3, 41)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 31/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/101337155_940632966383136_3309381625665552384_n.jpg?_nc_cat=104&_nc_sid=110474&_nc_ohc=N2miO5gE-fkAX-MAorC&_nc_ht=scontent.fcgh7-1.fna&oh=65ee25361a1bfe88bd66f44fe16fb30f&oe=5F20ACB9,/story.php?story_fbid=940632983049801&id=234499770329796
58,939895953123504,Prefeitura de Icém,"[datetime.datetime(2020, 5, 30, 17, 20, 43)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 30/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/84128882_939895939790172_3550816726809575424_n.jpg?_nc_cat=100&_nc_sid=110474&_nc_ohc=RzwidSAAnXkAX8f_K7_&_nc_ht=scontent.fcgh7-1.fna&oh=81b24b2ec5064e31777f98d98286894c&oe=5F20AA1E,/story.php?story_fbid=939895953123504&id=234499770329796
59,938486406597792,Prefeitura de Icém,"[datetime.datetime(2020, 5, 28, 17, 41, 40)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 28/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/100951102_938486376597795_8123752064233766912_n.jpg?_nc_cat=104&_nc_sid=110474&_nc_oc=AQnBA7yyAIX9vQabgkm1UE0EvTkN0rihSUuOMFYMOa7P0vlytUgDXYvH1xUUg8jGM-E&_nc_ht=scontent.fcgh7-1.fna&oh=a299fb8918fb41277ac56184b192ab8f&oe=5F22BA67,/story.php?story_fbid=938486406597792&id=234499770329796
60,937799159999850,Prefeitura de Icém,"[datetime.datetime(2020, 5, 27, 17, 32, 32)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 27/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/100366287_937799143333185_2558818644532396032_o.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=qYtKXO68R7UAX8aZFjU&_nc_ht=scontent.fcgh7-1.fna&oh=d45f9590f132f6e59d1c09e2f2ad7913&oe=5F231400,/story.php?story_fbid=937799159999850&id=234499770329796
61,937118353401264,Prefeitura de Icém,"[datetime.datetime(2020, 5, 26, 17, 20, 22)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 26/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/101074829_937118303401269_7482925201160667136_o.jpg?_nc_cat=105&_nc_sid=110474&_nc_ohc=vtsW2sqwcCQAX8XNDVG&_nc_ht=scontent.fcgh7-1.fna&oh=1c27c5ad8b93932f612e1f0a17933573&oe=5F22CC46,/story.php?story_fbid=937118353401264&id=234499770329796
63,936438846802548,Prefeitura de Icém,"[datetime.datetime(2020, 5, 25, 17, 7, 7)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 25/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/100730417_936438830135883_1706516422257016832_o.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=fOFCByOw5F0AX_EgpjI&_nc_ht=scontent.fcgh7-1.fna&oh=bf70e6779b6df51345747f101712594c&oe=5F20434B,/story.php?story_fbid=936438846802548&id=234499770329796
64,935744646871968,Prefeitura de Icém,"[datetime.datetime(2020, 5, 24, 17, 18, 56)]",🚨Confira o Boletim Informativo🚨 de Icém referente ao Covid-19 atualizado em 24/05 às 17:00h  Seguimos sem caso em investigação em nossa cidade.  # FiqueEmCasa🏡 # UseMáscara 😷# Prevenção.,https://scontent.fcgh7-1.fna.fbcdn.net/v/t1.0-9/100776517_935744600205306_8513146984838725632_o.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=LvJRutW09t4AX9Kn90p&_nc_ht=scontent.fcgh7-1.fna&oh=7c5439bbf859b1edcf6553ca904e143a&oe=5F221E1B,/story.php?story_fbid=935744646871968&id=234499770329796
